timestap;event;symbol;period;magic;bid;ask;spread;ticket;op;lots;price;sl;tp;slip;result;error;floating_pl;closed_pl_today;vwap;basket_tp;note
2025.07.07 02:10:00;ORDER_SEND_RESULT;EURUSD;5;101111;1.17739;1.17741;2;3;0;0.01;1.17741;0.00000;0.00000;5;1;0;-1.17;0.00;;;EURUSD-Euro Scalper-2
2025.07.07 02:10:00;BASKET_TP_ASSIGN;EURUSD;5;101111;1.17739;1.17741;2;0;-1;0.00;0.00000;0.00000;0.00000;0;1;0;-1.17;0.00;;;vwap=1.17776; basket_tp=1.17806
2025.07.07 02:10:00;ORDER_MODIFY_ATTEMPT;EURUSD;5;101111;1.17739;1.17741;2;3;0;0.01;1.17776;0.00000;1.17806;0;0;0;-1.17;0.00;;;
2025.07.07 02:10:00;ORDER_MODIFY_RESULT;EURUSD;5;101111;1.17739;1.17741;2;3;0;0.01;1.17776;0.00000;1.17806;0;1;0;-1.17;0.00;;;
2025.07.07 02:10:00;ORDER_MODIFY_ATTEMPT;EURUSD;5;101111;1.17739;1.17741;2;2;0;0.01;1.17776;0.00000;1.17806;0;0;0;-1.17;0.00;;;
2025.07.07 02:10:00;ORDER_MODIFY_RESULT;EURUSD;5;101111;1.17739;1.17741;2;2;0;0.01;1.17776;0.00000;1.17806;0;1;0;-1.17;0.00;;;
2025.07.07 02:10:00;ORDER_MODIFY_ATTEMPT;EURUSD;5;101111;1.17739;1.17741;2;1;0;0.01;1.17776;0.00000;1.17806;0;0;0;-1.17;0.00;;;
2025.07.07 02:10:00;ORDER_MODIFY_RESULT;EURUSD;5;101111;1.17739;1.17741;2;1;0;0.01;1.17776;0.00000;1.17806;0;1;0;-1.17;0.00;;;
2025.07.07 02:35:15;ORDER_SEND_ATTEMPT;EURUSD;5;101111;1.17802;1.17804;2;0;0;0.01;1.17804;0.00000;0.00000;5;0;0;0.00;0.84;;;EURUSD-Euro Scalper-0
2025.07.07 02:35:15;ORDER_SEND_RESULT;EURUSD;5;101111;1.17802;1.17804;2;4;0;0.01;1.17804;0.00000;0.00000;5;1;0;-0.04;0.84;;;EURUSD-Euro Scalper-0
2025.07.07 02:35:15;BASKET_TP_ASSIGN;EURUSD;5;101111;1.17802;1.17804;2;0;-1;0.00;0.00000;0.00000;0.00000;0;1;0;-0.04;0.84;;;vwap=1.17804; basket_tp=1.17834
2025.07.07 02:35:15;ORDER_MODIFY_ATTEMPT;EURUSD;5;101111;1.17802;1.17804;2;4;0;0.01;1.17804;0.00000;1.17834;0;0;0;-0.04;0.84;;;
2025.07.07 02:35:15;ORDER_MODIFY_RESULT;EURUSD;5;101111;1.17802;1.17804;2;4;0;0.01;1.17804;0.00000;1.17834;0;1;0;-0.04;0.84;;;
2025.07.07 02:55:05;ORDER_SEND_ATTEMPT;EURUSD;5;101111;1.17785;1.17787;2;0;0;0.01;1.17787;0.00000;0.00000;5;0;0;-0.21;0.84;;;EURUSD-Euro Scalper-1
2025.07.07 02:55:05;ORDER_SEND_RESULT;EURUSD;5;101111;1.17785;1.17787;2;5;0;0.01;1.17787;0.00000;0.00000;5;1;0;-0.25;0.84;;;EURUSD-Euro Scalper-1
2025.07.07 02:55:05;BASKET_TP_ASSIGN;EURUSD;5;101111;1.17785;1.17787;2;0;-1;0.00;0.00000;0.00000;0.00000;0;1;0;-0.25;0.84;;;vwap=1.17796; basket_tp=1.17826
2025.07.07 02:55:05;ORDER_MODIFY_ATTEMPT;EURUSD;5;101111;1.17785;1.17787;2;5;0;0.01;1.17796;0.00000;1.17826;0;0;0;-0.25;0.84;;;
2025.07.07 02:55:05;ORDER_MODIFY_RESULT;EURUSD;5;101111;1.17785;1.17787;2;5;0;0.01;1.17796;0.00000;1.17826;0;1;0;-0.25;0.84;;;
2025.07.07 02:55:05;ORDER_MODIFY_ATTEMPT;EURUSD;5;101111;1.17785;1.17787;2;4;0;0.01;1.17796;0.00000;1.17826;0;0;0;-0.25;0.84;;;
2025.07.07 02:55:05;ORDER_MODIFY_RESULT;EURUSD;5;101111;1.17785;1.17787;2;4;0;0.01;1.17796;0.00000;1.17826;0;1;0;-0.25;0.84;;;
2025.07.07 03:50:00;ORDER_SEND_ATTEMPT;EURUSD;5;101111;1.17753;1.17755;2;0;0;0.01;1.17755;0.00000;0.00000;5;0;0;-0.89;0.84;;;EURUSD-Euro Scalper-2
2025.07.07 03:50:00;ORDER_SEND_RESULT;EURUSD;5;101111;1.17753;1.17755;2;6;0;0.01;1.17755;0.00000;0.00000;5;1;0;-0.93;0.84;;;EURUSD-Euro Scalper-2
2025.07.07 03:50:00;BASKET_TP_ASSIGN;EURUSD;5;101111;1.17753;1.17755;2;0;-1;0.00;0.00000;0.00000;0.00000;0;1;0;-0.93;0.84;;;vwap=1.17782; basket_tp=1.17812
2025.07.07 03:50:00;ORDER_MODIFY_ATTEMPT;EURUSD;5;101111;1.17753;1.17755;2;6;0;0.01;1.17782;0.00000;1.17812;0;0;0;-0.93;0.84;;;
2025.07.07 03:50:00;ORDER_MODIFY_RESULT;EURUSD;5;101111;1.17753;1.17755;2;6;0;0.01;1.17782;0.00000;1.17812;0;1;0;-0.93;0.84;;;
2025.07.07 03:50:00;ORDER_MODIFY_ATTEMPT;EURUSD;5;101111;1.17753;1.17755;2;5;0;0.01;1.17782;0.00000;1.17812;0;0;0;-0.93;0.84;;;
2025.07.07 03:50:00;ORDER_MODIFY_RESULT;EURUSD;5;101111;1.17753;1.17755;2;5;0;0.01;1.17782;0.00000;1.17812;0;1;0;-0.93;0.84;;;
